670, 10240072, 10379796, 9641032, 10505880, 14656952, 14789975, 12328976, 15368600, 12260629, 13944039, 9806438, 10018812, 12354480, 13257125, 8610831, 13602232, 15598647, 10961575, 14449971
675, 9366527, 9724805, 13648510, 11357683, 13935086, 15140103, 14621088, 11251125, 12878955, 12654749, 12954981, 9551755, 12062666, 11037530, 10368251, 12176918, 12436699, 13719516, 18131167
680, 15837594, 11243415, 11687206, 20555887, 19241527, 11462380, 13607942, 13456108, 12497663, 9122554, 12567954, 12722618, 12845041, 10798392, 10088431, 12323256, 9405034, 10312473, 15340469
685, 12186746, 9525744, 10233221, 12704540, 10972773, 11226025, 15128450, 13914685, 10661816, 14496238, 10304246, 14352746, 12484912, 10324816, 12146534, 12350055, 11127374, 11757434, 10454920
690, 12862863, 12708277, 12711583, 12992545, 9498746, 13838712, 15395020, 14346177, 14356239, 12946084, 11211184, 11114090, 10316699, 14139216, 13143003, 10750730, 11145158, 13765125, 12052335
695, 10519806, 11106895, 10721829, 13020895, 13651170, 15653785, 14734886, 14243640, 13529065, 15719700, 11146888, 13228207, 14323193, 11818797, 13347684, 13401574, 9712564, 12725028, 10735868
700, 11586322, 11230564, 15233895, 10924537, 12272187, 15695059, 13998009, 12557295, 11678857, 13856566, 12638230, 13564119, 13179913, 13610076, 14249918, 13426806, 13769750, 13885167, 13912609
705, 13314052, 10534500, 12202521, 14476253, 15198232, 8187009, 13309939, 11109077, 12225301, 13697926, 14084105, 15573497, 12450393, 10946645, 14220516, 14139405, 13224689, 11771262, 12728118
710, 13635938, 11566769, 11054093, 15628188, 16888804, 16402696, 13691455, 14229563, 14379611, 11848706, 9273415, 11149070, 14388485, 14244040, 11795309, 11685897, 12904827, 13439047, 11661421
715, 12150308, 15174053, 13513958, 11602778, 11559684, 13069054, 17302935, 13208632, 18360081, 15264275, 10938617, 11265886, 15320998, 13782168, 12636621, 12077872, 13066234, 9647242, 13428611
720, 13890897, 12082511, 11214266, 15177894, 12344840, 15187890, 11866128, 20512980, 14926693, 11527314, 13795137, 13081848, 16342104, 13132520, 15286101, 15146818, 13325768, 15184847, 10872686
