5, 474261, 698459, 479125, 486546, 442306, 4369045, 588487, 1738405, 432442, 426614, 431496, 5174254, 937296, 7506056, 596041, 385947, 638634, 389598, 372254
10, 2541749, 4761636, 1683675, 1207271, 3934902, 2785741, 1287027, 1158871, 1239029, 1889313, 17510984, 1582645, 1788295, 1240680, 1205456, 1141767, 2913578, 1185317, 1192541
15, 8762520, 1213949, 1191160, 13032245, 1257201, 1211611, 2352826, 1831875, 1734729, 20368449, 3621013, 16498673, 890570, 843626, 1202608, 1281498, 1485359, 929351, 780223
20, 814041, 823910, 1187328, 819740, 1220659, 6853401, 1196468, 1472685, 1177289, 1205064, 1191696, 1037210, 1009290, 1241401, 5226680, 1159205, 924036, 1123117, 1100760
25, 1431348, 1240303, 1344051, 1270753, 1790254, 3093807, 2574007, 1206562, 909584, 1587772, 8070718, 7909921, 1220221, 1056856, 1937579, 3821796, 1595471, 3803326, 1052596
30, 2100991, 1185289, 963931, 1930590, 7277725, 1378133, 987775, 1879392, 1569987, 4594257, 1601615, 998992, 960877, 4668429, 7022107, 1569420, 1115945, 1754205, 1624256
35, 1263062, 2183131, 9898505, 1641756, 1118531, 2899967, 2851162, 1258619, 1620848, 1572294, 1567264, 1594980, 1079470, 1531373, 1226843, 1525648, 1924235, 1846292, 1478939
40, 1439617, 1674278, 1750539, 1688646, 1451590, 7008197, 2096407, 1694033, 4050466, 1878152, 3231203, 2760889, 4855110, 1692216, 2001477, 1357825, 1848046, 2381882, 31711504
45, 1753346, 7955071, 2370359, 17688153, 1916097, 1624658, 2453337, 2400632, 1248173, 9707638, 2058894, 1858782, 2037287, 2461553, 2044320, 1521922, 1332670, 1684804, 3391496
50, 3940095, 1601221, 3352320, 1677598, 2489552, 13206966, 2017662, 2598504, 2000497, 23356166, 3132883, 4541706, 1676299, 2232887, 3480497, 4095410, 8302392, 2353265, 2010481
55, 2127434, 2847850, 2134876, 2091189, 10725792, 2334644, 1870630, 1369480, 1935519, 1653562, 3451743, 2492472, 2731451, 3411687, 3782452, 3674109, 3201399, 2927500, 3225120
60, 2909140, 2373156, 1925023, 1989755, 2455073, 2234912, 1705302, 2444187, 1815803, 1729085, 2039626, 1728036, 2230266, 2407808, 1655886, 3124162, 2142494, 2537545, 2125108
65, 5796724, 2327457, 2906616, 2117206, 2334415, 4673675, 2777846, 2541625, 2020725, 5111257, 2098981, 1664035, 3179624, 2569873, 2007827, 1936675, 2006647, 2641771, 1997887
70, 3303777, 4643430, 3607470, 3747886, 4800204, 11445929, 3982951, 14551394, 3918474, 5205522, 4612973, 3436729, 3709609, 5322278, 10611355, 5167747, 6619742, 5140038, 4708076
75, 2408619, 3948642, 2089241, 3146367, 2905929, 6309577, 2023000, 2288035, 3415355, 12842913, 3035416, 2331009, 1921733, 2757237, 1716474, 2946082, 1830286, 2818217, 2048036
80, 2041950, 1979814, 3113067, 7667886, 3690626, 2090169, 2843161, 2761442, 2713655, 2342038, 3920246, 2790139, 2735987, 2646973, 2141166, 2492864, 2502782, 2809408, 3243693
85, 2307418, 2596007, 3806819, 3802169, 2440466, 2396268, 2964243, 2636817, 3226416, 2449406, 3205756, 2786540, 2120830, 3906707, 2286939, 2840929, 2531163, 4425459, 3049458
90, 2600413, 2041444, 2424439, 2516174, 3020203, 3000364, 2528847, 1509379, 1651208, 1770105, 1678234, 1706075, 2546780, 2012825, 1725758, 1784507, 1622145, 2242766, 3237116
95, 3070868, 2413747, 2557482, 1908390, 2853626, 2963998, 2658836, 2607636, 2464426, 2539865, 2109129, 1783095, 2774307, 2541140, 3576876, 2061134, 6297115, 3681860, 2899781
100, 3278392, 3505618, 2480424, 2339365, 2879925, 2694740, 2477724, 2319046, 1350880, 3056632, 2355844, 3060856, 2286722, 3227144, 2159952, 1902562, 1400774, 1846701, 2028799
105, 1572037, 1896342, 3235434, 2684018, 2635891, 3107941, 2796724, 2886782, 3148746, 2561158, 1520526, 1573952, 1822009, 1847513, 2403237, 2335014, 3221830, 2233579, 2174663
110, 3283881, 3870325, 3277179, 3540883, 2839553, 3453193, 2758210, 3223107, 2880388, 2973482, 3389025, 2553697, 4153476, 3030911, 6160763, 3190424, 3948077, 5456775, 2619000
115, 3373486, 3003755, 3607808, 3053589, 3240975, 3528192, 2526195, 3231504, 2722355, 2929857, 5006147, 5313878, 3517415, 4764765, 3187891, 3082229, 4163902, 3954879, 4071238
120, 3109046, 2425487, 3012159, 3261091, 3312409, 3882270, 3183845, 3487643, 3725105, 3500472, 5224974, 2857085, 5213679, 3203881, 2505422, 3622348, 3007708, 3609249, 3861603
125, 2652650, 2781059, 3931993, 3195820, 3214814, 4254208, 3128511, 4484705, 2768956, 3110757, 3409402, 3749914, 1780254, 3462640, 3173800, 2515233, 2739554, 3935007, 3353151
130, 4043738, 3088538, 2392714, 3375350, 3349395, 2457709, 2678535, 3476158, 3396590, 5608009, 4188937, 2495930, 3494078, 3992967, 2478109, 3751776, 3259987, 2727966, 2225496
135, 4174216, 4652918, 3878554, 2659468, 2533605, 3618902, 3555463, 4584268, 3328313, 2731169, 5380812, 3820227, 3295166, 3703963, 3467373, 4048127, 29041555, 3281701, 15094630
140, 8636402, 7677959, 21979971, 4159825, 6179089, 7515346, 3750476, 4221224, 2897723, 2762880, 3827911, 3158590, 3367366, 2851800, 4740439, 3240717, 3506795, 3293892, 3848347
145, 3791785, 2603815, 4224009, 2395463, 1511661, 2648015, 1885154, 2640133, 1506085, 2029431, 4435231, 3368664, 2854183, 4495070, 2146011, 4845201, 11192747, 2561307, 3261906
150, 3189924, 5046719, 3464724, 2412428, 6227973, 3325042, 3291254, 3609670, 4091053, 5251957, 3265682, 2930333, 3810703, 3076500, 3166318, 3721396, 3170648, 4116576, 2535375
155, 5378751, 3252794, 2411721, 3802217, 3932371, 3745446, 4228979, 2737048, 4242211, 3659828, 3321360, 3506415, 4093497, 4464254, 3793831, 3705418, 3643182, 5301128, 4468893
160, 2975276, 2532527, 3137702, 3740029, 2567523, 2974680, 4845691, 3767602, 2724950, 3395468, 4825770, 2195249, 3069550, 4467735, 5176456, 3457433, 4647042, 3809224, 3709613
165, 3255691, 4335967, 4046225, 3518247, 2754228, 4009897, 4810776, 3126392, 2885876, 3835311, 3773711, 3930854, 3518958, 2792572, 2039855, 3088586, 16094526, 5546875, 5689468
