cmapSize, cmapNo, bufferSize, decayFactor, rebuildThreshold, ed, mem
10, 3, 30, 1.0, 0.5, 0.27274825848007533, 2952
10, 3, 30, 1.0, 0.7, 0.5407680736280565, 2952
10, 3, 30, 2.0, 0.01, 0.05182019134896081, 2952
10, 3, 30, 2.0, 0.09, 0.05202888419062937, 2952
10, 3, 30, 2.0, 0.3, 0.12522627984008844, 2952
10, 3, 30, 2.0, 0.5, 0.18223796270167578, 2952
10, 3, 30, 2.0, 0.7, 0.49654726583565345, 2952
10, 3, 30, 2.5, 0.01, 0.05279255841557298, 2952
10, 3, 30, 2.5, 0.09, 0.05424689695277877, 2952
10, 3, 30, 2.5, 0.3, 0.11358719854472506, 2952
10, 3, 30, 2.5, 0.5, 0.16702404479807503, 2952
10, 3, 30, 2.5, 0.7, 0.4659677573159893, 2952
10, 3, 70, 0.2, 0.01, 0.1537424054162058, 2952
10, 3, 70, 0.2, 0.09, 0.1537424054162058, 2952
10, 3, 70, 0.2, 0.3, 0.3276803899055877, 2952
10, 3, 70, 0.2, 0.5, 0.5506209636218997, 2952
10, 3, 70, 0.2, 0.7, 0.5597686613894844, 2952
10, 3, 70, 0.5, 0.01, 0.1374977266014577, 2952
10, 3, 70, 0.5, 0.09, 0.1374977266014577, 2952
10, 3, 70, 0.5, 0.3, 0.31225765182345233, 2952
10, 3, 70, 0.5, 0.5, 0.5077609238350629, 2952
10, 3, 70, 0.5, 0.7, 0.5389404547138561, 2952
10, 3, 70, 1.0, 0.01, 0.11824756908570164, 2952
10, 3, 70, 1.0, 0.09, 0.11824756908570164, 2952
10, 3, 70, 1.0, 0.3, 0.2707214371260754, 2952
10, 3, 70, 1.0, 0.5, 0.45487436946663395, 2952
10, 3, 70, 1.0, 0.7, 0.5261036167494411, 2952
10, 3, 70, 2.0, 0.01, 0.09883433941043639, 2952
10, 3, 70, 2.0, 0.09, 0.09883433941043639, 2952
10, 3, 70, 2.0, 0.3, 0.19126675799133988, 2952
10, 3, 70, 2.0, 0.5, 0.28175727075563395, 2952
10, 3, 70, 2.0, 0.7, 0.46697003411073196, 2952
10, 3, 70, 2.5, 0.01, 0.10111034145152718, 2952
10, 3, 70, 2.5, 0.09, 0.10111034145152718, 2952
10, 3, 70, 2.5, 0.3, 0.17687814140777422, 2952
10, 3, 70, 2.5, 0.5, 0.24034483148976302, 2952
10, 3, 70, 2.5, 0.7, 0.4408235284645067, 2952
10, 3, 120, 0.2, 0.01, 0.2639939073177267, 2952
10, 3, 120, 0.2, 0.09, 0.2639939073177267, 2952
10, 3, 120, 0.2, 0.3, 0.46421496806457996, 2952
10, 3, 120, 0.2, 0.5, 0.4975375871158289, 2952
10, 3, 120, 0.2, 0.7, 0.5297071383907329, 1992
10, 3, 120, 0.5, 0.01, 0.24019775543814184, 2952
10, 3, 120, 0.5, 0.09, 0.24019775543814184, 2952
10, 3, 120, 0.5, 0.3, 0.39636241449423804, 2952
10, 3, 120, 0.5, 0.5, 0.46562545759130747, 2952
10, 3, 120, 0.5, 0.7, 0.5297071383907329, 1992
10, 3, 120, 1.0, 0.01, 0.22113151080815532, 2952
10, 3, 120, 1.0, 0.09, 0.22113151080815532, 2952
10, 3, 120, 1.0, 0.3, 0.3090080710909173, 2952
10, 3, 120, 1.0, 0.5, 0.40469475023291845, 2952
10, 3, 120, 1.0, 0.7, 0.5297071383907329, 1992
10, 3, 120, 2.0, 0.01, 0.22464633581169402, 2952
10, 3, 120, 2.0, 0.09, 0.22464633581169402, 2952
10, 3, 120, 2.0, 0.3, 0.31412123731450314, 2952
10, 3, 120, 2.0, 0.5, 0.2725096230880564, 2952
10, 3, 120, 2.0, 0.7, 0.5297071383907329, 1992
10, 3, 120, 2.5, 0.01, 0.21379029867533772, 2952
10, 3, 120, 2.5, 0.09, 0.21379029867533772, 2952
10, 3, 120, 2.5, 0.3, 0.23734317831173357, 2952
10, 3, 120, 2.5, 0.5, 0.24032499095891882, 2952
10, 3, 120, 2.5, 0.7, 0.5297071383907329, 1992
10, 3, 150, 0.2, 0.01, 0.30256359391614457, 2952
10, 3, 150, 0.2, 0.09, 0.30256359391614457, 2952
10, 3, 150, 0.2, 0.3, 0.3516957969206222, 2952
10, 3, 150, 0.2, 0.5, 0.49271541113606127, 2952
10, 3, 150, 0.2, 0.7, 0.5297071383907329, 1992
10, 3, 150, 0.5, 0.01, 0.27437437576148577, 2952
10, 3, 150, 0.5, 0.09, 0.27437437576148577, 2952
10, 3, 150, 0.5, 0.3, 0.30952555619094824, 2952
10, 3, 150, 0.5, 0.5, 0.48104821379219004, 2952
10, 3, 150, 0.5, 0.7, 0.5297071383907329, 1992
10, 3, 150, 1.0, 0.01, 0.26044544342229203, 2952
10, 3, 150, 1.0, 0.09, 0.26044544342229203, 2952
10, 3, 150, 1.0, 0.3, 0.29800315454709025, 2952
10, 3, 150, 1.0, 0.5, 0.4148677098541181, 2952
10, 3, 150, 1.0, 0.7, 0.5297071383907329, 1992
10, 3, 150, 2.0, 0.01, 0.2500635216547898, 2952
10, 3, 150, 2.0, 0.09, 0.2500635216547898, 2952
10, 3, 150, 2.0, 0.3, 0.24763762438818296, 2952
10, 3, 150, 2.0, 0.5, 0.3238908642430549, 2952
10, 3, 150, 2.0, 0.7, 0.5297071383907329, 1992
10, 3, 150, 2.5, 0.01, 0.2510416668012939, 2952
10, 3, 150, 2.5, 0.09, 0.2510416668012939, 2952
10, 3, 150, 2.5, 0.3, 0.2507527343998312, 2952
10, 3, 150, 2.5, 0.5, 0.28914998826659666, 2952
10, 3, 150, 2.5, 0.7, 0.5297071383907329, 1992
10, 5, 10, 0.2, 0.01, 0.08925663312362182, 4872
10, 5, 10, 0.2, 0.09, 0.08705780694153085, 4872
10, 5, 10, 0.2, 0.3, 0.16434262705473848, 4872
10, 5, 10, 0.2, 0.5, 0.4459564085458381, 4872
10, 5, 10, 0.2, 0.7, 0.5449329403832975, 4872
10, 5, 10, 0.5, 0.01, 0.0828805419567779, 4872
10, 5, 10, 0.5, 0.09, 0.08332325994743651, 4872
10, 5, 10, 0.5, 0.3, 0.1140012688692519, 4872
10, 5, 10, 0.5, 0.5, 0.37259171371385036, 4872
10, 5, 10, 0.5, 0.7, 0.5276066718250917, 4872
10, 5, 10, 1.0, 0.01, 0.070621804223353, 4872
10, 5, 10, 1.0, 0.09, 0.07036734662657, 4872
10, 5, 10, 1.0, 0.3, 0.08925080599010195, 4872
10, 5, 10, 1.0, 0.5, 0.25861900940663113, 4872
10, 5, 10, 1.0, 0.7, 0.4754102790223979, 4872
10, 5, 10, 2.0, 0.01, 0.06219326670465974, 4872
10, 5, 10, 2.0, 0.09, 0.06155277958259388, 4872
10, 5, 10, 2.0, 0.3, 0.06460049890065014, 4872
10, 5, 10, 2.0, 0.5, 0.15388569781824316, 4872
10, 5, 10, 2.0, 0.7, 0.3229497913052125, 4872
10, 5, 10, 2.5, 0.01, 0.06411503021450772, 4872
10, 5, 10, 2.5, 0.09, 0.0635206107774935, 4872
10, 5, 10, 2.5, 0.3, 0.060823742803127176, 4872
10, 5, 10, 2.5, 0.5, 0.12567332751433238, 4872
10, 5, 10, 2.5, 0.7, 0.2603450331850261, 4872
10, 5, 30, 0.2, 0.01, 0.09602189833995337, 4872
10, 5, 30, 0.2, 0.09, 0.10640740676835622, 4872
10, 5, 30, 0.2, 0.3, 0.35815893251156544, 4872
10, 5, 30, 0.2, 0.5, 0.47315614804605005, 4872
10, 5, 30, 0.2, 0.7, 0.5766832455308303, 2952
10, 5, 30, 0.5, 0.01, 0.07909585261821456, 4872
10, 5, 30, 0.5, 0.09, 0.09310010498328634, 4872
10, 5, 30, 0.5, 0.3, 0.29225827309777636, 4872
10, 5, 30, 0.5, 0.5, 0.40404752909984265, 4872
10, 5, 30, 0.5, 0.7, 0.564208904261876, 2952
10, 5, 30, 1.0, 0.01, 0.06383382603234379, 4872
10, 5, 30, 1.0, 0.09, 0.0726808699966494, 4872
10, 5, 30, 1.0, 0.3, 0.19794746468149504, 4872
10, 5, 30, 1.0, 0.5, 0.30295447209536946, 4872
10, 5, 30, 1.0, 0.7, 0.5407680736280565, 2952
10, 5, 30, 2.0, 0.01, 0.05238824116367578, 4872
10, 5, 30, 2.0, 0.09, 0.05264096885696052, 4872
10, 5, 30, 2.0, 0.3, 0.12735494745990497, 4872
10, 5, 30, 2.0, 0.5, 0.18519667437005294, 4872
10, 5, 30, 2.0, 0.7, 0.49654726583565345, 2952
10, 5, 30, 2.5, 0.01, 0.05278300507745627, 4872
10, 5, 30, 2.5, 0.09, 0.054691303022726845, 4872
10, 5, 30, 2.5, 0.3, 0.10639746229553763, 4872
10, 5, 30, 2.5, 0.5, 0.1678663956717765, 4872
10, 5, 30, 2.5, 0.7, 0.4659677573159893, 2952
10, 5, 70, 0.2, 0.01, 0.23354081015463046, 4872
10, 5, 70, 0.2, 0.09, 0.23354081015463046, 4872
10, 5, 70, 0.2, 0.3, 0.5115714804429141, 4872
10, 5, 70, 0.2, 0.5, 0.5290730656045123, 3912
10, 5, 70, 0.2, 0.7, 0.5597686613894844, 2952
10, 5, 70, 0.5, 0.01, 0.18049969284331727, 4872
10, 5, 70, 0.5, 0.09, 0.18049969284331727, 4872
10, 5, 70, 0.5, 0.3, 0.39027749052774247, 4872
10, 5, 70, 0.5, 0.5, 0.49344506049820697, 3912
10, 5, 70, 0.5, 0.7, 0.5389404547138561, 2952
10, 5, 70, 1.0, 0.01, 0.13387779518467693, 4872
10, 5, 70, 1.0, 0.09, 0.13387779518467693, 4872
10, 5, 70, 1.0, 0.3, 0.2853912373712132, 4872
10, 5, 70, 1.0, 0.5, 0.44806243835051746, 3912
10, 5, 70, 1.0, 0.7, 0.5261036167494411, 2952
10, 5, 70, 2.0, 0.01, 0.10063645514164343, 4872
10, 5, 70, 2.0, 0.09, 0.10063645514164343, 4872
10, 5, 70, 2.0, 0.3, 0.19419561065017032, 4872
10, 5, 70, 2.0, 0.5, 0.2817126317528446, 3912
10, 5, 70, 2.0, 0.7, 0.46697003411073196, 2952
10, 5, 70, 2.5, 0.01, 0.1019476175595657, 4872
10, 5, 70, 2.5, 0.09, 0.1019476175595657, 4872
10, 5, 70, 2.5, 0.3, 0.17548128334835653, 4872
10, 5, 70, 2.5, 0.5, 0.24041764397125043, 3912
10, 5, 70, 2.5, 0.7, 0.4408235284645067, 2952
10, 5, 120, 0.2, 0.01, 0.3757859589305512, 4872
10, 5, 120, 0.2, 0.09, 0.3757859589305512, 4872
10, 5, 120, 0.2, 0.3, 0.6317326356883852, 4872
10, 5, 120, 0.2, 0.5, 0.4846029609945633, 3912
10, 5, 120, 0.2, 0.7, 0.5297071383907329, 1992
10, 5, 120, 0.5, 0.01, 0.29230087187096404, 4872
10, 5, 120, 0.5, 0.09, 0.29230087187096404, 4872
10, 5, 120, 0.5, 0.3, 0.5659529601292165, 4872
10, 5, 120, 0.5, 0.5, 0.4448928725347397, 3912
10, 5, 120, 0.5, 0.7, 0.5297071383907329, 1992
10, 5, 120, 1.0, 0.01, 0.2166644049407311, 4872
10, 5, 120, 1.0, 0.09, 0.2166644049407311, 4872
10, 5, 120, 1.0, 0.3, 0.33236939715954233, 4872
10, 5, 120, 1.0, 0.5, 0.42286029404451664, 3912
10, 5, 120, 1.0, 0.7, 0.5297071383907329, 1992
10, 5, 120, 2.0, 0.01, 0.21899993356071804, 4872
10, 5, 120, 2.0, 0.09, 0.21899993356071804, 4872
10, 5, 120, 2.0, 0.3, 0.32550800115387274, 4872
10, 5, 120, 2.0, 0.5, 0.27259127835044955, 3912
10, 5, 120, 2.0, 0.7, 0.5297071383907329, 1992
10, 5, 120, 2.5, 0.01, 0.21279195355060163, 4872
10, 5, 120, 2.5, 0.09, 0.21279195355060163, 4872
10, 5, 120, 2.5, 0.3, 0.23057284146387824, 4872
10, 5, 120, 2.5, 0.5, 0.24041122768511808, 3912
10, 5, 120, 2.5, 0.7, 0.5297071383907329, 1992
10, 5, 150, 0.2, 0.01, 0.44983988776865885, 4872
10, 5, 150, 0.2, 0.09, 0.44983988776865885, 4872
10, 5, 150, 0.2, 0.3, 0.48137788331198395, 4872
10, 5, 150, 0.2, 0.5, 0.49271541113606127, 2952
10, 5, 150, 0.2, 0.7, 0.5297071383907329, 1992
10, 5, 150, 0.5, 0.01, 0.3270618992468831, 4872
10, 5, 150, 0.5, 0.09, 0.3270618992468831, 4872
10, 5, 150, 0.5, 0.3, 0.3991853899673408, 4872
10, 5, 150, 0.5, 0.5, 0.48104821379219004, 2952
10, 5, 150, 0.5, 0.7, 0.5297071383907329, 1992
10, 5, 150, 1.0, 0.01, 0.295267452987322, 4872
10, 5, 150, 1.0, 0.09, 0.295267452987322, 4872
10, 5, 150, 1.0, 0.3, 0.3194663773648844, 4872
10, 5, 150, 1.0, 0.5, 0.4148677098541181, 2952
10, 5, 150, 1.0, 0.7, 0.5297071383907329, 1992
10, 5, 150, 2.0, 0.01, 0.25207539835502524, 4872
10, 5, 150, 2.0, 0.09, 0.25207539835502524, 4872
10, 5, 150, 2.0, 0.3, 0.24890025440926947, 4872
10, 5, 150, 2.0, 0.5, 0.3238908642430549, 2952
10, 5, 150, 2.0, 0.7, 0.5297071383907329, 1992
10, 5, 150, 2.5, 0.01, 0.2515464122294474, 4872
10, 5, 150, 2.5, 0.09, 0.2515464122294474, 4872
10, 5, 150, 2.5, 0.3, 0.2449659153165597, 4872
10, 5, 150, 2.5, 0.5, 0.28914998826659666, 2952
10, 5, 150, 2.5, 0.7, 0.5297071383907329, 1992
10, 10, 10, 0.2, 0.01, 0.08018615297026924, 9672
10, 10, 10, 0.2, 0.09, 0.07913157639210751, 9672
10, 10, 10, 0.2, 0.3, 0.2690742938311965, 9672
10, 10, 10, 0.2, 0.5, 0.4532173960446839, 6792
10, 10, 10, 0.2, 0.7, 0.5449329403832975, 4872
10, 10, 10, 0.5, 0.01, 0.08166366452997406, 9672
10, 10, 10, 0.5, 0.09, 0.07690788351135794, 9672
10, 10, 10, 0.5, 0.3, 0.15977548206219738, 9672
10, 10, 10, 0.5, 0.5, 0.37880985638627584, 6792
10, 10, 10, 0.5, 0.7, 0.5276066718250917, 4872
10, 10, 10, 1.0, 0.01, 0.06990368049469046, 9672
10, 10, 10, 1.0, 0.09, 0.0703488225691527, 9672
10, 10, 10, 1.0, 0.3, 0.10617267092825661, 9672
10, 10, 10, 1.0, 0.5, 0.2601724893271779, 6792
10, 10, 10, 1.0, 0.7, 0.4754102790223979, 4872
10, 10, 10, 2.0, 0.01, 0.062187988781639635, 9672
10, 10, 10, 2.0, 0.09, 0.061546813730037314, 9672
10, 10, 10, 2.0, 0.3, 0.06463975306628716, 9672
10, 10, 10, 2.0, 0.5, 0.15394008839032725, 6792
10, 10, 10, 2.0, 0.7, 0.3229497913052125, 4872
10, 10, 10, 2.5, 0.01, 0.0641141825416145, 9672
10, 10, 10, 2.5, 0.09, 0.06351983037381563, 9672
10, 10, 10, 2.5, 0.3, 0.06082579071347694, 9672
10, 10, 10, 2.5, 0.5, 0.1256800132359295, 6792
10, 10, 10, 2.5, 0.7, 0.2603450331850261, 4872
10, 10, 30, 0.2, 0.01, 0.1554099889825201, 9672
10, 10, 30, 0.2, 0.09, 0.19416478420852748, 9672
10, 10, 30, 0.2, 0.3, 0.5237866904735042, 9672
10, 10, 30, 0.2, 0.5, 0.47315614804605005, 4872
10, 10, 30, 0.2, 0.7, 0.5766832455308303, 2952
10, 10, 30, 0.5, 0.01, 0.1031144931848478, 9672
10, 10, 30, 0.5, 0.09, 0.11994675805739997, 9672
10, 10, 30, 0.5, 0.3, 0.35203591058704214, 9672
10, 10, 30, 0.5, 0.5, 0.40404752909984265, 4872
10, 10, 30, 0.5, 0.7, 0.564208904261876, 2952
10, 10, 30, 1.0, 0.01, 0.06617886434502503, 9672
10, 10, 30, 1.0, 0.09, 0.0763805399597759, 9672
10, 10, 30, 1.0, 0.3, 0.20512197786376596, 9672
10, 10, 30, 1.0, 0.5, 0.30295447209536946, 4872
10, 10, 30, 1.0, 0.7, 0.5407680736280565, 2952
10, 10, 30, 2.0, 0.01, 0.05240158790429997, 9672
10, 10, 30, 2.0, 0.09, 0.05267359891991947, 9672
10, 10, 30, 2.0, 0.3, 0.12744626325479666, 9672
10, 10, 30, 2.0, 0.5, 0.18519667437005294, 4872
10, 10, 30, 2.0, 0.7, 0.49654726583565345, 2952
10, 10, 30, 2.5, 0.01, 0.05278441796418365, 9672
10, 10, 30, 2.5, 0.09, 0.055103336723029646, 9672
10, 10, 30, 2.5, 0.3, 0.10528208035618937, 9672
10, 10, 30, 2.5, 0.5, 0.1678663956717765, 4872
10, 10, 30, 2.5, 0.7, 0.4659677573159893, 2952
10, 10, 70, 0.2, 0.01, 0.33822710311667803, 9672
10, 10, 70, 0.2, 0.09, 0.33822710311667803, 9672
10, 10, 70, 0.2, 0.3, 0.5780752002678629, 7752
10, 10, 70, 0.2, 0.5, 0.5290730656045123, 3912
10, 10, 70, 0.2, 0.7, 0.5597686613894844, 2952
10, 10, 70, 0.5, 0.01, 0.23057657446014845, 9672
10, 10, 70, 0.5, 0.09, 0.23057657446014845, 9672
10, 10, 70, 0.5, 0.3, 0.40133606505643926, 6792
10, 10, 70, 0.5, 0.5, 0.49344506049820697, 3912
